team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_cr,status,transferred,overseas
Delhi Capitals,1198000000,2000000,23/25,7/8,1460385,M Tiwari,Madhav Tiwari,2003-09-28,ALL_ROUNDER,3000000,4000000,0.4,New,False,False
Delhi Capitals,1198000000,2000000,23/25,7/8,1392186,L Manvanth Kumar,Manvanth Kumar,2004-01-11,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Delhi Capitals,1198000000,2000000,23/25,7/8,1292527,T Vijay,Tripurana Vijay,2001-09-05,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Delhi Capitals,1198000000,2000000,23/25,7/8,1111917,DG Nalkande,Darshan Nalkande,1998-10-04,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Delhi Capitals,1198000000,2000000,23/25,7/8,1059570,AJ Mandal,Ajay Mandal,1996-02-25,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,793463,Rashid Khan,Rashid Khan,1998-09-20,BOWLER,0,180000000,18.0,Retained,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,1070173,Shubman Gill,Shubman Gill,1999-09-08,BATTER,0,165000000,16.5,Retained,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,308967,JC Buttler,Jos Buttler,1990-09-08,BATTER,20000000,157500000,15.75,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,940973,Mohammed Siraj,Mohammed Siraj,1994-03-13,BOWLER,20000000,122500000,12.25,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,550215,K Rabada,Kagiso Rabada,1995-05-25,BOWLER,20000000,107500000,10.75,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,917159,M Prasidh Krishna,Prasidh Krishna,1996-02-19,BOWLER,20000000,95000000,9.5,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1151288,B Sai Sudharsan,Sai Sudharsan,2001-10-15,ALL_ROUNDER,0,85000000,8.5,Retained,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,719719,M Shahrukh Khan,M Shahrukh Khan,1995-05-27,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,423838,R Tewatia,Rahul Tewatia,1993-05-20,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,719715,Washington Sundar,Washington Sundar,1999-10-05,ALL_ROUNDER,20000000,32000000,3.2,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,914541,SE Rutherford,Sherfane Rutherford,1998-08-15,BATTER,15000000,26000000,2.6,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,596010,G Coetzee,Gerald Coetzee,2000-10-02,BOWLER,12500000,24000000,2.4,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,1048739,R Sai Kishore,Sai Kishore,1996-11-06,ALL_ROUNDER,7500000,20000000,2.0,RTM,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,823509,GD Phillips,Glenn Phillips,1996-12-06,BATTER,20000000,20000000,2.0,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,853265,MK Lomror,Mahipal Lomror,1999-11-16,ALL_ROUNDER,5000000,17000000,1.7,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1287033,Gurnoor Brar,Gurnoor Brar,2000-05-25,BOWLER,3000000,13000000,1.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1244751,Arshad Khan,Arshad Khan,1997-12-20,ALL_ROUNDER,3000000,13000000,1.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,793467,Karim Janat,Karim Janat,1998-08-11,ALL_ROUNDER,7500000,7500000,0.75,New,False,True
Gujarat Titans,1198500000,1500000,25/25,7/8,447587,J Yadav,Jayant Yadav,1990-01-22,ALL_ROUNDER,7500000,7500000,0.75,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,236779,I Sharma,Ishant Sharma,1988-09-02,BOWLER,7500000,7500000,0.75,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1207295,K Kushagra,Kumar Kushagra,2004-10-23,BATTER,3000000,6500000,0.65,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1292506,N Sindhu,Nishant Sindhu,2004-04-09,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1175426,MJ Suthar,Manav Suthar,2002-08-03,BOWLER,3000000,3000000,0.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1123073,Anuj Rawat,Anuj Rawat,1999-10-17,BATTER,3000000,3000000,0.3,New,False,False
Gujarat Titans,1198500000,1500000,25/25,7/8,1083033,K Khejroliya,Kulwant Khejroliya,1992-03-13,BOWLER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,851403,VR Iyer,Venkatesh Iyer,1994-12-25,ALL_ROUNDER,20000000,237500000,23.75,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,723105,RK Singh,Rinku Singh,1997-10-12,BATTER,0,130000000,13.0,Retained,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1108375,CV Varun,Varun Chakravarthy,1991-08-29,ALL_ROUNDER,0,120000000,12.0,Retained,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,276298,AD Russell,Andre Russell,1988-04-29,ALL_ROUNDER,0,120000000,12.0,Retained,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,230558,SP Narine,Sunil Narine,1988-05-26,BOWLER,0,120000000,12.0,Retained,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,481979,A Nortje,Anrich Nortje,1993-11-16,BOWLER,20000000,65000000,6.5,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1312645,Harshit Rana,Harshit Rana,2001-12-22,BOWLER,0,40000000,4.0,Retained,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1079470,Ramandeep Singh,Ramandeep Singh,1997-04-13,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,379143,Q de Kock,Quinton de Kock,1992-12-17,BATTER,20000000,36000000,3.6,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1292495,A Raghuvanshi,Angkrish Raghuvanshi,2004-06-05,BATTER,3000000,30000000,3.0,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1123718,SH Johnson,Spencer Johnson,1995-12-16,BOWLER,20000000,28000000,2.8,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,974087,Rahmanullah Gurbaz,Rahmanullah Gurbaz,2001-11-28,BATTER,20000000,20000000,2.0,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,8917,MM Ali,Moeen Ali,1987-06-18,ALL_ROUNDER,20000000,20000000,2.0,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1209292,VG Arora,Vaibhav Arora,1997-12-14,BOWLER,3000000,18000000,1.8,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,820351,R Powell,Rovman Powell,1993-07-23,BATTER,15000000,15000000,1.5,New,False,True
Kolkata Knight Riders,1199500000,500000,21/25,8/8,277916,AM Rahane,Ajinkya Rahane,1988-06-06,BATTER,15000000,15000000,1.5,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1246528,Umran Malik,Umran Malik,1999-11-22,BOWLER,7500000,7500000,0.75,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,290630,MK Pandey,Manish Pandey,1989-09-10,BATTER,7500000,7500000,0.75,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1079839,AS Roy,Anukul Roy,1998-11-30,ALL_ROUNDER,3000000,4000000,0.4,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1155253,LS Sisodia,Luvnith Sisodia,2000-01-15,BATTER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1199500000,500000,21/25,8/8,1081442,M Markande,Mayank Markande,1997-11-11,BOWLER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,931581,RR Pant,Rishabh Pant,1997-10-04,BATTER,20000000,270000000,27.0,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,604302,N Pooran,Nicholas Pooran,1995-10-02,BATTER,0,210000000,21.0,Retained,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1292563,MP Yadav,Mayank Yadav,2002-06-17,BOWLER,0,110000000,11.0,Retained,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1175441,Ravi Bishnoi,Ravi Bishnoi,2000-09-05,BOWLER,0,110000000,11.0,Retained,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,694211,Avesh Khan,Avesh Khan,1996-12-13,BOWLER,20000000,97500000,9.75,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1176959,Akash Deep,Akash Deep,1996-12-15,BOWLER,10000000,80000000,8.0,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,321777,DA Miller,David Miller,1989-06-10,BATTER,15000000,75000000,7.5,New,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1175485,Abdul Samad,Abdul Samad,2001-10-28,ALL_ROUNDER,3000000,42000000,4.2,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1151270,A Badoni,Ayush Badoni,1999-12-03,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1132005,Mohsin Khan,Mohsin Khan,1998-07-15,BOWLER,0,40000000,4.0,Retained,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,272450,MR Marsh,Mitchell Marsh,1991-10-20,ALL_ROUNDER,20000000,34000000,3.4,New,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1159711,Shahbaz Ahmed,Shahbaz Ahmed,1994-12-11,ALL_ROUNDER,10000000,24000000,2.4,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,600498,AK Markram,Aiden Markram,1994-10-04,BATTER,20000000,20000000,2.0,New,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1356971,S Joseph,Shamar Joseph,1999-08-31,BOWLER,7500000,7500000,0.75,RTM,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1151286,M Siddharth,Manimaran Siddharth,1998-07-03,BOWLER,3000000,7500000,0.75,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,595267,MP Breetzke,Matthew Breetzke,1998-11-03,BATTER,7500000,7500000,0.75,New,False,True
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1460529,DS Rathi,Digvesh Rathi,1999-12-15,BOWLER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1403153,AA Kulkarni,Arshin Kulkarni,2005-02-15,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1350768,Prince Yadav,Prince Yadav,2001-12-12,BOWLER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1175463,Y Chaudhary,Yuvraj Chaudhary,2001-10-06,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1175458,Akash Singh,Akash Singh,2002-04-26,BOWLER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1175429,RS Hangargekar,Rajvardhan Hangargekar,2002-11-10,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,1130300,A Juyal,Aryan Juyal,2001-11-11,BATTER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1199000000,1000000,24/25,6/8,805235,Himmat Singh,Himmat Singh,1996-11-08,BATTER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,625383,JJ Bumrah,Jasprit Bumrah,1993-12-06,BOWLER,0,180000000,18.0,Retained,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,625371,HH Pandya,Hardik Pandya,1993-10-11,ALL_ROUNDER,0,163500000,16.35,Retained,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,446507,SA Yadav,Suryakumar Yadav,1990-09-14,BATTER,0,163500000,16.35,Retained,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,34102,RG Sharma,Rohit Sharma,1987-04-30,BATTER,0,163000000,16.3,Retained,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,277912,TA Boult,Trent Boult,1989-07-22,BOWLER,20000000,125000000,12.5,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,447261,DL Chahar,Deepak Chahar,1992-08-07,BOWLER,20000000,92500000,9.25,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1170265,NT Tilak Varma,Tilak Varma,2002-11-08,ALL_ROUNDER,0,80000000,8.0,Retained,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1287032,Naman Dhir,Naman Dhir,1999-12-31,ALL_ROUNDER,3000000,52500000,5.25,RTM,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,897549,WG Jacks,Will Jacks,1998-11-21,ALL_ROUNDER,20000000,52500000,5.25,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,1326798,AM Ghazanfar,AM Ghazanfar,2006-03-20,BOWLER,7500000,48000000,4.8,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,502714,MJ Santner,Mitchell Santner,1992-02-05,ALL_ROUNDER,20000000,20000000,2.0,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,605661,RD Rickelton,Ryan Rickelton,1996-07-11,BATTER,10000000,10000000,1.0,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,461632,RJW Topley,Reece Topley,1994-02-21,BOWLER,7500000,7500000,0.75,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,379887,LB Williams,Lizaad Williams,1993-10-01,BOWLER,7500000,7500000,0.75,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,1350762,R Minz,Robin Minz,2002-09-13,BATTER,3000000,6500000,0.65,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,30288,KV Sharma,Karn Sharma,1987-10-23,BOWLER,5000000,5000000,0.5,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1460388,V Puthur,Vignesh Puthur,2001-03-02,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1410577,BJ Jacobs,Bevon Jacobs,2002-05-06,BATTER,3000000,3000000,0.3,New,False,True
Mumbai Indians,1198000000,2000000,23/25,8/8,1392201,PVSN Raju,Satyanarayana Raju,1999-07-10,BOWLER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1292502,RA Bawa,Raj Bawa,2002-11-12,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1209126,Ashwani Kumar,Ashwani Kumar,2001-08-29,BOWLER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,1148776,AS Tendulkar,Arjun Tendulkar,1999-09-24,BOWLER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1198000000,2000000,23/25,8/8,778241,KL Shrijith,Krishnan Shrijith,1996-08-12,BATTER,3000000,3000000,0.3,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,642519,SS Iyer,Shreyas Iyer,1994-12-06,BATTER,20000000,267500000,26.75,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1125976,Arshdeep Singh,Arshdeep Singh,1999-02-05,BOWLER,20000000,180000000,18.0,RTM,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,430246,YS Chahal,Yuzvendra Chahal,1990-07-23,BOWLER,20000000,180000000,18.0,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,325012,MP Stoinis,Marcus Stoinis,1989-08-16,ALL_ROUNDER,20000000,110000000,11.0,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,696401,M Jansen,Marco Jansen,2000-05-01,ALL_ROUNDER,12500000,70000000,7.0,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,377534,Shashank Singh,Shashank Singh,1991-11-21,ALL_ROUNDER,0,55000000,5.5,Retained,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1151273,N Wadhera,Nehal Wadhera,2000-09-04,BATTER,3000000,42000000,4.2,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,325026,GJ Maxwell,Glenn Maxwell,1988-10-14,ALL_ROUNDER,20000000,42000000,4.2,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,1161024,Prabhsimran Singh,Prabhsimran Singh,2000-08-10,BATTER,0,40000000,4.0,Retained,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1175456,P Arya,Priyansh Arya,2001-09-18,ALL_ROUNDER,3000000,38000000,3.8,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,662235,JP Inglis,Josh Inglis,1995-03-04,BATTER,20000000,26000000,2.6,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,819429,Azmatullah Omarzai,Azmatullah Omarzai,2000-03-24,ALL_ROUNDER,15000000,24000000,2.4,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,493773,LH Ferguson,Lockie Ferguson,1991-06-13,BOWLER,20000000,20000000,2.0,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,777815,V Vyshak,Vijaykumar Vyshak,1997-01-31,BOWLER,3000000,18000000,1.8,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1070196,Yash Thakur,Yash Thakur,1998-12-28,BOWLER,4000000,16000000,1.6,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1168641,Harpreet Brar,Harpreet Brar,1995-09-16,ALL_ROUNDER,3000000,15000000,1.5,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1124283,AM Hardie,Aaron Hardie,1999-01-07,ALL_ROUNDER,12500000,12500000,1.25,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,732293,Vishnu Vinod,Vishnu Vinod,1993-12-02,BATTER,3000000,9500000,0.95,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1163695,KR Sen,Kuldeep Sen,1996-10-22,BOWLER,7500000,8000000,0.8,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1050545,XC Bartlett,Xavier Bartlett,1998-12-17,BOWLER,7500000,8000000,0.8,New,False,True
Punjab Kings,1196500000,3500000,25/25,8/8,1339698,Suryansh Shedge,Suryansh Shedge,2003-01-29,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1324449,P Avinash,Pyla Avinash,2000-07-07,BATTER,3000000,3000000,0.3,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1316430,Musheer Khan,Musheer Khan,2005-02-27,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,1292496,Harnoor Singh,Harnoor Singh,2003-01-30,BATTER,3000000,3000000,0.3,New,False,False
Punjab Kings,1196500000,3500000,25/25,8/8,777515,P Dubey,Praveen Dubey,1993-07-01,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1151278,YBK Jaiswal,Yashasvi Jaiswal,2001-12-28,ALL_ROUNDER,0,180000000,18.0,Retained,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,425943,SV Samson,Sanju Samson,1994-11-11,BATTER,0,180000000,18.0,Retained,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1175488,DC Jurel,Dhruv Jurel,2001-01-21,BATTER,0,140000000,14.0,Retained,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1079434,R Parag,Riyan Parag,2001-11-10,ALL_ROUNDER,0,140000000,14.0,Retained,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,669855,JC Archer,Jofra Archer,1995-04-01,BOWLER,20000000,125000000,12.5,New,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,670025,SO Hetmyer,Shimron Hetmyer,1996-12-26,BATTER,0,110000000,11.0,Retained,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,822553,TU Deshpande,Tushar Deshpande,1995-05-15,BOWLER,10000000,65000000,6.5,New,False,False
