year,player_id,player_name,team,sold_price,sold_price_in_cr,sold_price_in_usd,base_price,base_price_in_cr,base_price_in_usd,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr,status,transferred,overseas
2016,277955,Dhawal Kulkarni,Gujarat Lions,20000000,2,,20000000,2,,,,,,,,
2016,30045,Dinesh Karthik,Gujarat Lions,23000000,2.3,,20000000,2,,,,,,,,
2016,53118,Dwayne Smith,Gujarat Lions,23000000,2.3,,5000000,0.5,,,,,,,,
2016,340841,Eklavya Dwivedi,Gujarat Lions,10000000,1,,2000000,0.2,,,,,,,,
2016,720471,Ishan Kishan,Gujarat Lions,3500000,0.35,,1000000,0.1,,,,,,,,
2016,34997,Jaydev Shah,Gujarat Lions,2000000,0.2,,2000000,0.2,,,,,,,,
2016,28160,Paras Dogra,Gujarat Lions,1000000,0.1,,1000000,0.1,,,,,,,,
2016,279545,Pradeep Sangwan,Gujarat Lions,2000000,0.2,,2000000,0.2,,,,,,,,
2016,30732,Praveen Kumar,Gujarat Lions,35000000,3.5,,5000000,0.5,,,,,,,,
2016,587152,Pravin Tambe,Gujarat Lions,2000000,0.2,,1000000,0.1,,,,,,,,
2016,317292,Sarabjit Ladda,Gujarat Lions,1000000,0.1,,1000000,0.1,,,,,,,,
2016,29655,Shadab Jakati,Gujarat Lions,2000000,0.2,,2000000,0.2,,,,,,,,
2016,917213,Shivil Kaushik,Gujarat Lions,1000000,0.1,,1000000,0.1,,,,,,,,
2016,596945,Umang Sharma,Gujarat Lions,1000000,0.1,,1000000,0.1,,,,,,,,
2016,591650,Ankit Rajpoot,Kolkata Knight Riders,15000000,1.5,,1000000,0.1,,,,,,,,
2016,232359,Colin Munro,Kolkata Knight Riders,3000000,0.3,,3000000,0.3,,,,,,,,
2016,391485,Jason Holder,Kolkata Knight Riders,7000000,0.7,,5000000,0.5,,,,,,,,
2016,390484,Jaydev Unadkat,Kolkata Knight Riders,16000000,1.6,,3000000,0.3,,,,,,,,
2016,228622,John Hastings,Kolkata Knight Riders,13000000,1.3,,10000000,1,,,,,,,,
2016,339955,Manan Sharma,Kolkata Knight Riders,1000000,0.1,,1000000,0.1,,,,,,,,
2016,33870,R Sathish,Kolkata Knight Riders,2000000,0.2,,2000000,0.2,,,,,,,,
2016,807791,Deepak Punia,Mumbai Indians,1000000,0.1,,1000000,0.1,,,,,,,,
2016,721867,Jitesh Sharma,Mumbai Indians,1000000,0.1,,1000000,0.1,,,,,,,,
2016,308967,Jos Buttler,Mumbai Indians,38000000,3.8,,15000000,1.5,,,,,,,,
2016,919241,Kishore Kamath,Mumbai Indians,14000000,1.4,,1000000,0.1,,,,,,,,
2016,471342,Krunal Pandya,Mumbai Indians,20000000,2,,1000000,0.1,,,,,,,,
2016,853259,Nathu Singh,Mumbai Indians,32000000,3.2,,1000000,0.1,,,,,,,,
2016,232364,Tim Southee,Mumbai Indians,25000000,2.5,,10000000,1,,,,,,,,
2016,960369,Armaan Jaffer,Punjab Kings,1000000,0.1,,1000000,0.1,,,,,,,,
2016,44410,Farhaan Behardien,Punjab Kings,3000000,0.3,,3000000,0.3,,,,,,,,
2016,777537,KC Cariappa,Punjab Kings,8000000,0.8,,1000000,0.1,,,,,,,,
2016,297583,Kyle Abbott,Punjab Kings,21000000,2.1,,3000000,0.3,,,,,,,,
2016,325012,Marcus Stoinis,Punjab Kings,5500000,0.55,,3000000,0.3,,,,,,,,
2016,537119,Mohit Sharma,Punjab Kings,65000000,6.5,,15000000,1.5,,,,,,,,
2016,34155,Pardeep Sahu,Punjab Kings,1000000,0.1,,1000000,0.1,,,,,,,,
2016,232292,Swapnil Singh,Punjab Kings,1000000,0.1,,1000000,0.1,,,,,,,,
2016,379504,Adam Zampa,Rising Pune Supergiants,3000000,0.3,,3000000,0.3,,,,,,,,
2016,422992,Ankit Sharma,Rising Pune Supergiants,1000000,0.1,,1000000,0.1,,,,,,,,
2016,604534,Ankush Bains,Rising Pune Supergiants,1000000,0.1,,1000000,0.1,,,,,,,,
2016,227712,Ashok Dinda,Rising Pune Supergiants,5000000,0.5,,5000000,0.5,,,,,,,,
2016,477071,Baba Aparajith,Rising Pune Supergiants,1000000,0.1,,1000000,0.1,,,,,,,,
2016,447261,Deepak Chahar,Rising Pune Supergiants,1000000,0.1,,1000000,0.1,,,,,,,,
2016,32685,Irfan Pathan,Rising Pune Supergiants,10000000,1,,10000000,1,,,,,,,,
2016,236779,Ishant Sharma,Rising Pune Supergiants,38000000,3.8,,20000000,2,,,,,,,,
2016,447439,Ishwar Pandey,Rising Pune Supergiants,2000000,0.2,,2000000,0.2,,,,,,,,
2016,376102,Jaskaran Singh,Rising Pune Supergiants,1000000,0.1,,1000000,0.1,,,,,,,,
2016,19296,Kevin Pietersen,Rising Pune Supergiants,35000000,3.5,,20000000,2,,,,,,,,
2016,528067,M Ashwin,Rising Pune Supergiants,45000000,4.5,,1000000,0.1,,,,,,,,
2016,272450,Mitchell Marsh,Rising Pune Supergiants,48000000,4.8,,20000000,2,,,,,,,,
2016,334337,Peter Handscomb,Rising Pune Supergiants,3000000,0.3,,3000000,0.3,,,,,,,,
2016,35280,RP Singh,Rising Pune Supergiants,3000000,0.3,,3000000,0.3,,,,,,,,
2016,26907,Rajat Bhatia,Rising Pune Supergiants,6000000,0.6,,3000000,0.3,,,,,,,,
2016,446548,Scott Boland,Rising Pune Supergiants,5000000,0.5,,5000000,0.5,,,,,,,,
2016,233514,Thisara Perera,Rising Pune Supergiants,10000000,1,,10000000,1,,,,,,,,
2016,528730,Akshay Karnewar,Royal Challengers Bangalore,1000000,0.1,,1000000,0.1,,,,,,,,
2016,277237,Iqbal Abdulla,Royal Challengers Bangalore,1000000,0.1,,1000000,0.1,,,,,,,,
2016,272262,Kane Richardson,Royal Challengers Bangalore,20000000,2,,20000000,2,,,,,,,,
2016,777515,Praveen Dubey,Royal Challengers Bangalore,3500000,0.35,,1000000,0.1,,,,,,,,
2016,432783,Sachin Baby,Royal Challengers Bangalore,1000000,0.1,,1000000,0.1,,,,,,,,
2016,51433,Samuel Badree,Royal Challengers Bangalore,5000000,0.5,,5000000,0.5,,,,,,,,
2016,8180,Shane Watson,Royal Challengers Bangalore,95000000,9.5,,20000000,2,,,,,,,,
2016,27223,Stuart Binny,Royal Challengers Bangalore,20000000,2,,20000000,2,,,,,,,,
2016,530011,Travis Head,Royal Challengers Bangalore,5000000,0.5,,3000000,0.3,,,,,,,,
2016,474519,Vikas Tokas,Royal Challengers Bangalore,1000000,0.1,,1000000,0.1,,,,,,,,
2016,31738,Vikramjeet Malik,Royal Challengers Bangalore,2000000,0.2,,2000000,0.2,,,,,,,,
2016,310958,Abhimanyu Mithun,Sunrisers Hyderabad,3000000,0.3,,3000000,0.3,,,,,,,,
2016,333904,Aditya Tare,Sunrisers Hyderabad,12000000,1.2,,2000000,0.2,,,,,,,,
2016,31820,Ashish Nehra,Sunrisers Hyderabad,55000000,5.5,,20000000,2,,,,,,,,
2016,537126,Barinder Sran,Sunrisers Hyderabad,12000000,1.2,,5000000,0.5,,,,,,,,
2016,230371,Ben Cutting,Sunrisers Hyderabad,5000000,0.5,,5000000,0.5,,,,,,,,
2016,497121,Deepak Hooda,Sunrisers Hyderabad,42000000,4.2,,1000000,0.1,,,,,,,,
2016,330902,Mustafizur Rahman,Sunrisers Hyderabad,14000000,1.4,,5000000,0.5,,,,,,,,
2016,34281,T Suman,Sunrisers Hyderabad,1000000,0.1,,1000000,0.1,,,,,,,,
2016,477021,Vijay Shankar,Sunrisers Hyderabad,3500000,0.35,,1000000,0.1,,,,,,,,
2016,36084,Yuvraj Singh,Sunrisers Hyderabad,70000000,7,,20000000,2,,,,,,,,
2017,333904,Aditya Tare,Delhi Daredevils,2500000,0.25,37000,,,,569500000,56.95,90500000,9.05,New,0,0
2017,31107,Amit Mishra,Delhi Daredevils,35000000,3.5,522000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,49764,Angelo Mathews,Delhi Daredevils,20000000,2,298000,,,,569500000,56.95,90500000,9.05,New,0,1
2017,327123,Ankit Bawne,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,New,0,0
2017,457249,Carlos Brathwaite,Delhi Daredevils,42000000,4.2,626000,,,,569500000,56.95,90500000,9.05,Retained,0,1
2017,604616,Chama Milind,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,439952,Chris Morris,Delhi Daredevils,70000000,7,1044000,,,,569500000,56.95,90500000,9.05,Retained,0,1
2017,277662,Corey Anderson,Delhi Daredevils,10000000,1,149000,,,,569500000,56.95,90500000,9.05,New,0,1
2017,44932,JP Duminy,Delhi Daredevils,22000000,2.2,328000,,,,569500000,56.95,90500000,9.05,Retained,0,1
2017,447587,Jayant Yadav,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,550215,Kagiso Rabada,Delhi Daredevils,50000000,5,746000,,,,569500000,56.95,90500000,9.05,New,0,1
2017,398439,Karun Nair,Delhi Daredevils,40000000,4,597000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,942645,Khaleel Ahmed,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,528067,M Ashwin,Delhi Daredevils,10000000,1,149000,,,,569500000,56.95,90500000,9.05,New,0,0
2017,481896,Mohammed Shami,Delhi Daredevils,42500000,4.25,634000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,700167,Navdeep Saini,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,New,0,0
2017,489889,Pat Cummins,Delhi Daredevils,45000000,4.5,671000,,,,569500000,56.95,90500000,9.05,New,0,1
2017,717205,Pratyush Singh,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,379143,Quinton de Kock,Delhi Daredevils,35000000,3.5,522000,,,,569500000,56.95,90500000,9.05,Retained,0,1
2017,931581,Rishabh Pant,Delhi Daredevils,19000000,1.9,283000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,297628,Sam Billings,Delhi Daredevils,3000000,0.3,44000,,,,569500000,56.95,90500000,9.05,Retained,0,1
2017,425943,Sanju Samson,Delhi Daredevils,42000000,4.2,626000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,31872,Shahbaz Nadeem,Delhi Daredevils,8500000,0.85,126000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,377534,Shashank Singh,Delhi Daredevils,1000000,0.1,14000,,,,569500000,56.95,90500000,9.05,New,0,0
2017,642519,Shreyas Iyer,Delhi Daredevils,26000000,2.6,388000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,30102,Zaheer Khan,Delhi Daredevils,40000000,4,597000,,,,569500000,56.95,90500000,9.05,Retained,0,0
2017,5334,Aaron Finch,Gujarat Lions,10000000,1,149000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,500360,Akshdeep Nath,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,459508,Andrew Tye,Gujarat Lions,5000000,0.5,74000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,732291,Basil Thampi,Gujarat Lions,8500000,0.85,126000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,37737,Brendon McCullum,Gujarat Lions,55000000,5.5,820000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,534734,Chirag Suri,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,1
2017,277955,Dhawal Kulkarni,Gujarat Lions,20000000,2,298000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,30045,Dinesh Karthik,Gujarat Lions,23000000,2.3,343000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,51439,Dwayne Bravo,Gujarat Lions,40000000,4,597000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,53118,Dwayne Smith,Gujarat Lions,23000000,2.3,343000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,720471,Ishan Kishan,Gujarat Lions,3500000,0.35,52000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,270484,James Faulkner,Gujarat Lions,75000000,7.5,1119000,,,,555000000,55.5,105000000,10.5,Retained,0,1
2017,298438,Jason Roy,Gujarat Lions,10000000,1,149000,,,,555000000,55.5,105000000,10.5,New,0,1
2017,34997,Jaydev Shah,Gujarat Lions,2000000,0.2,29000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,317293,Manpreet Gony,Gujarat Lions,6000000,0.6,89000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,32965,Munaf Patel,Gujarat Lions,3000000,0.3,44000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,853259,Nathu Singh,Gujarat Lions,5000000,0.5,74000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,279545,Pradeep Sangwan,Gujarat Lions,2000000,0.2,29000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,1083464,Pratham Singh,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,30732,Praveen Kumar,Gujarat Lions,35000000,3.5,522000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,234675,Ravindra Jadeja,Gujarat Lions,95000000,9.5,1417000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,29655,Shadab Jakati,Gujarat Lions,2000000,0.2,29000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,626295,Shelley Shaurya,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,917213,Shivil Kaushik,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,1079668,Shubham Agarwal,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,33335,Suresh Raina,Gujarat Lions,125000000,12.5,1865000,,,,555000000,55.5,105000000,10.5,Retained,0,0
2017,1082859,Tejas Baroka,Gujarat Lions,1000000,0.1,14000,,,,555000000,55.5,105000000,10.5,New,0,0
2017,376324,Anureet Singh,Kings XI Punjab,2000000,0.2,29000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,960369,Armaan Jaffer,Kings XI Punjab,1000000,0.1,14000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,554691,Axar Patel,Kings XI Punjab,7500000,0.75,111000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,53115,Darren Sammy,Kings XI Punjab,3000000,0.3,44000,,,,521000000,52.1,139000000,13.9,New,0,1
2017,321777,David Miller,Kings XI Punjab,125000000,12.5,1865000,,,,521000000,52.1,139000000,13.9,Retained,0,1
2017,24598,Eoin Morgan,Kings XI Punjab,20000000,2,298000,,,,521000000,52.1,139000000,13.9,New,0,1
2017,325026,Glenn Maxwell,Kings XI Punjab,60000000,6,895000,,,,521000000,52.1,139000000,13.9,Retained,0,1
2017,537124,Gurkeerat Singh,Kings XI Punjab,13000000,1.3,194000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,43906,Hashim Amla,Kings XI Punjab,10000000,1,149000,,,,521000000,52.1,139000000,13.9,Retained,0,1
2017,777537,KC Cariappa,Kings XI Punjab,8000000,0.8,119000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,237095,M Vijay,Kings XI Punjab,30000000,3,447000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,532856,Manan Vohra,Kings XI Punjab,40000000,4,597000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,325012,Marcus Stoinis,Kings XI Punjab,5500000,0.55,82000,,,,521000000,52.1,139000000,13.9,Retained,0,1
2017,226492,Martin Guptill,Kings XI Punjab,5000000,0.5,74000,,,,521000000,52.1,139000000,13.9,New,0,1
2017,506612,Matt Henry,Kings XI Punjab,5000000,0.5,74000,,,,521000000,52.1,139000000,13.9,New,0,1
2017,537119,Mohit Sharma,Kings XI Punjab,65000000,6.5,970000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,554700,Nikhil Naik,Kings XI Punjab,3000000,0.3,44000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,34155,Pardeep Sahu,Kings XI Punjab,1000000,0.1,14000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,423838,Rahul Tewatia,Kings XI Punjab,2500000,0.25,37000,,,,521000000,52.1,139000000,13.9,New,0,0
2017,723105,Rinku Singh,Kings XI Punjab,1000000,0.1,14000,,,,521000000,52.1,139000000,13.9,New,0,0
2017,438362,Sandeep Sharma,Kings XI Punjab,8500000,0.85,126000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,475281,Shardul Thakur,Kings XI Punjab,2000000,0.2,29000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,6683,Shaun Marsh,Kings XI Punjab,22000000,2.2,328000,,,,521000000,52.1,139000000,13.9,Retained,0,1
2017,232292,Swapnil Singh,Kings XI Punjab,1000000,0.1,14000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,802575,T Natarajan,Kings XI Punjab,30000000,3,447000,,,,521000000,52.1,139000000,13.9,New,0,0
2017,360911,Varun Aaron,Kings XI Punjab,28000000,2.8,417000,,,,521000000,52.1,139000000,13.9,New,0,0
2017,279810,Wriddhiman Saha,Kings XI Punjab,22000000,2.2,328000,,,,521000000,52.1,139000000,13.9,Retained,0,0
2017,276298,Andre Russell,Kolkata Knight Riders,6000000,0.6,89000,,,,606000000,60.6,54000000,5.4,Retained,0,1
2017,591650,Ankit Rajpoot,Kolkata Knight Riders,15000000,1.5,223000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,326637,Chris Lynn,Kolkata Knight Riders,13000000,1.3,194000,,,,606000000,60.6,54000000,5.4,Retained,0,1
2017,247235,Chris Woakes,Kolkata Knight Riders,42000000,4.2,626000,,,,606000000,60.6,54000000,5.4,New,0,1
2017,277472,Darren Bravo,Kolkata Knight Riders,5000000,0.5,74000,,,,606000000,60.6,54000000,5.4,New,0,1
2017,28763,Gautam Gambhir,Kolkata Knight Riders,125000000,12.5,1865000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,279554,Ishank Jaggi,Kolkata Knight Riders,1000000,0.1,14000,,,,606000000,60.6,54000000,5.4,New,0,0
2017,559235,Kuldeep Yadav,Kolkata Knight Riders,4000000,0.4,59000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,290630,Manish Pandey,Kolkata Knight Riders,17000000,1.7,253000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,261354,Nathan Coulter-Nile,Kolkata Knight Riders,35000000,3.5,522000,,,,606000000,60.6,54000000,5.4,New,0,1
2017,32966,Piyush Chawla,Kolkata Knight Riders,42500000,4.25,634000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,290727,Rishi Dhawan,Kolkata Knight Riders,5500000,0.55,82000,,,,606000000,60.6,54000000,5.4,New,0,0
2017,35582,Robin Uthappa,Kolkata Knight Riders,50000000,5,746000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,820351,Rovman Powell,Kolkata Knight Riders,3000000,0.3,44000,,,,606000000,60.6,54000000,5.4,New,0,1
2017,1048841,Sanjay Yadav,Kolkata Knight Riders,1000000,0.1,14000,,,,606000000,60.6,54000000,5.4,New,0,0
2017,736413,Sayan Ghosh,Kolkata Knight Riders,1000000,0.1,14000,,,,606000000,60.6,54000000,5.4,New,0,0
2017,56143,Shakib Al Hasan,Kolkata Knight Riders,28000000,2.8,417000,,,,606000000,60.6,54000000,5.4,Retained,0,1
2017,237696,Sheldon Jackson,Kolkata Knight Riders,1500000,0.15,22000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,230558,Sunil Narine,Kolkata Knight Riders,95000000,9.5,1417000,,,,606000000,60.6,54000000,5.4,Retained,0,1
2017,446507,Suryakumar Yadav,Kolkata Knight Riders,7000000,0.7,104000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,277912,Trent Boult,Kolkata Knight Riders,50000000,5,746000,,,,606000000,60.6,54000000,5.4,New,0,1
2017,376116,Umesh Yadav,Kolkata Knight Riders,26000000,2.6,388000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,32498,Yusuf Pathan,Kolkata Knight Riders,32500000,3.25,485000,,,,606000000,60.6,54000000,5.4,Retained,0,0
2017,33141,Ambati Rayudu,Mumbai Indians,40000000,4,597000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,360456,Asela Gunaratne,Mumbai Indians,3000000,0.3,44000,,,,626450000,62.645,33550000,3.355,New,0,1
2017,807791,Deepak Punia,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,29264,Harbhajan Singh,Mumbai Indians,55000000,5.5,820000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,625371,Hardik Pandya,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,527663,J Suchith,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,625383,Jasprit Bumrah,Mumbai Indians,12000000,1.2,179000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,721867,Jitesh Sharma,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,308967,Jos Buttler,Mumbai Indians,38000000,3.8,567000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,424377,K Gowtham,Mumbai Indians,20000000,2,298000,,,,626450000,62.645,33550000,3.355,New,0,0
2017,30288,Karn Sharma,Mumbai Indians,32000000,3.2,477000,,,,626450000,62.645,33550000,3.355,New,0,0
2017,230559,Kieron Pollard,Mumbai Indians,95000000,9.5,1417000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,471342,Krunal Pandya,Mumbai Indians,20000000,2,298000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,1083033,Kulwant Khejroliya,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,New,0,0
2017,49758,Lasith Malinga,Mumbai Indians,75000000,7.5,1119000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,53116,Lendl Simmons,Mumbai Indians,5500000,0.55,82000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,6033,Mitchell Johnson,Mumbai Indians,20000000,2,298000,,,,626450000,62.645,33550000,3.355,New,0,1
2017,319439,Mitchell McClenaghan,Mumbai Indians,3000000,0.3,44000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,604302,Nicholas Pooran,Mumbai Indians,3000000,0.3,44000,,,,626450000,62.645,33550000,3.355,New,0,1
2017,604527,Nitish Rana,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,32242,Parthiv Patel,Mumbai Indians,14000000,1.4,208000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,34102,Rohit Sharma,Mumbai Indians,125000000,12.5,1865000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,35390,Saurabh Tiwary,Mumbai Indians,3000000,0.3,44000,,,,626450000,62.645,33550000,3.355,New,0,0
2017,344580,Shreyas Gopal,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,422342,Siddhesh Lad,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,232364,Tim Southee,Mumbai Indians,25000000,2.5,373000,,,,626450000,62.645,33550000,3.355,Retained,0,1
2017,35731,Vinay Kumar,Mumbai Indians,29900000,2.99,447000,,,,626450000,62.645,33550000,3.355,Retained,0,0
2017,379504,Adam Zampa,Rising Pune Supergiants,3000000,0.3,44000,,,,657000000,65.7,3000000,0.3,Retained,0,1
2017,277916,Ajinkya Rahane,Rising Pune Supergiants,95000000,9.5,1417000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,422992,Ankit Sharma,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,604534,Ankush Bains,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,227712,Ashok Dinda,Rising Pune Supergiants,5000000,0.5,74000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,477071,Baba Aparajith,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,311158,Ben Stokes,Rising Pune Supergiants,145000000,14.5,2164000,,,,657000000,65.7,3000000,0.3,New,0,1
2017,4864,Dan Christian,Rising Pune Supergiants,10000000,1,149000,,,,657000000,65.7,3000000,0.3,New,0,1
2017,447261,Deepak Chahar,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,44828,Faf du Plessis,Rising Pune Supergiants,40000000,4,597000,,,,657000000,65.7,3000000,0.3,Retained,0,1
2017,447439,Ishwar Pandey,Rising Pune Supergiants,2000000,0.2,29000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,543922,Jaskaran Singh,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,390484,Jaydev Unadkat,Rising Pune Supergiants,3000000,0.3,44000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,493773,Lockie Ferguson,Rising Pune Supergiants,5000000,0.5,74000,,,,657000000,65.7,3000000,0.3,New,0,1
2017,28081,MS Dhoni,Rising Pune Supergiants,125000000,12.5,1865000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,35565,Manoj Tiwary,Rising Pune Supergiants,5000000,0.5,74000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,398438,Mayank Agarwal,Rising Pune Supergiants,16000000,1.6,238000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,969381,Milind Tandon,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,272450,Mitchell Marsh,Rising Pune Supergiants,48000000,4.8,716000,,,,657000000,65.7,3000000,0.3,Retained,0,1
2017,26421,R Ashwin,Rising Pune Supergiants,75000000,7.5,1119000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,1064812,Rahul Chahar,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,446763,Rahul Tripathi,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,26907,Rajat Bhatia,Rising Pune Supergiants,6000000,0.6,89000,,,,657000000,65.7,3000000,0.3,Retained,0,0
2017,627214,Saurabh Kumar,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,New,0,0
2017,267192,Steven Smith,Rising Pune Supergiants,55000000,5.5,820000,,,,657000000,65.7,3000000,0.3,Retained,0,1
2017,215155,Usman Khawaja,Rising Pune Supergiants,10000000,1,149000,,,,657000000,65.7,3000000,0.3,Retained,0,1
2017,44936,AB de Villiers,Royal Challengers Bangalore,95000000,9.5,1417000,,,,635750000,63.575,24250000,2.425,Retained,0,1
2017,450860,Adam Milne,Royal Challengers Bangalore,7000000,0.7,104000,,,,635750000,63.575,24250000,2.425,Retained,0,1
2017,527299,Aniket Choudhary,Royal Challengers Bangalore,20000000,2,298000,,,,635750000,63.575,24250000,2.425,New,0,0
2017,694211,Avesh Khan,Royal Challengers Bangalore,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,0
2017,533042,Billy Stanlake,Royal Challengers Bangalore,3000000,0.3,44000,,,,635750000,63.575,24250000,2.425,New,0,1
2017,51880,Chris Gayle,Royal Challengers Bangalore,75000000,7.5,1119000,,,,635750000,63.575,24250000,2.425,Retained,0,1
