player_id,player_name,birthdate,age,nationality,player_role,batting_style,bowling_style,international_career,year,tournament,team,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,bbi_wkts,bbi_runs,bbm_wkts,bbm_runs
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2016,IPL 2016,RPS,2,1.0,0.0,16.0,16.0,16.0,9.0,177.77,0.0,0.0,0.0,2.0,1,0,2.0,13.2,30.0,2/36,2/36,33.0,15.0,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,2.0,36.0,2.0,36.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2015,IPL 2015,DC,4,3.0,2.0,86.0,73.0,86.0,65.0,132.3,0.0,1.0,9.0,2.0,1,0,3.0,9.08,72.0,2/21,2/21,36.33,24.0,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,2.0,21.0,2.0,21.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2014,IPL 2014,RCB,7,5.0,2.0,45.0,16.0,15.0,41.0,109.75,0.0,0.0,1.0,3.0,2,0,4.0,7.87,96.0,1/18,1/18,31.5,24.0,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,1.0,18.0,1.0,18.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2013,IPL 2013,CSK,8,3.0,0.0,46.0,23.0,15.33,37.0,124.32,0.0,0.0,2.0,3.0,2,0,7.0,6.62,144.0,3/32,3/32,22.71,20.5,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,3.0,32.0,3.0,32.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2012,IPL 2012,CSK,16,12.0,5.0,107.0,28.0,15.28,68.0,157.35,0.0,0.0,5.0,6.0,2,0,13.0,7.77,297.0,3/29,3/29,29.61,22.8,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,3.0,29.0,3.0,29.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2011,IPL 2011,CSK,15,13.0,7.0,138.0,30.0,23.0,102.0,135.29,0.0,0.0,8.0,8.0,4,0,15.0,8.48,270.0,3/29,3/29,25.46,18.0,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,3.0,29.0,3.0,29.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2009/10,IPL 2009/10,CSK,14,11.0,3.0,198.0,62.0,24.75,131.0,151.14,0.0,1.0,10.0,13.0,3,0,11.0,8.49,286.0,2/23,2/23,36.81,26.0,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,2.0,23.0,2.0,23.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2009,IPL 2009,CSK,12,10.0,6.0,97.0,21.0,24.25,70.0,138.57,0.0,0.0,8.0,4.0,1,0,13.0,8.1,240.0,2/13,2/13,24.92,18.4,0.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,2.0,13.0,2.0,13.0
46248,Johannes Albertus Morkel,1981-06-10,45y 19d,South Africa,Bowling Allrounder,Left hand Bat,Right arm Medium fast,2004 - 2015,2007/08,IPL 2007/08,CSK,13,10.0,3.0,241.0,71.0,34.42,163.0,147.85,0.0,1.0,18.0,14.0,3,0,17.0,8.31,288.0,4/32,4/32,23.47,16.9,1.0,0.0,0.0,2005-10-21,2015-10-05,2004-02-20,2012-03-03,4.0,32.0,4.0,32.0
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2023,IPL 2023,CSK,16,12.0,2.0,158.0,27.0,15.8,113.0,139.82,0.0,0.0,10.0,9.0,2,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2022,IPL 2022,CSK,13,11.0,0.0,274.0,78.0,24.9,224.0,122.32,0.0,1.0,25.0,15.0,4,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2021,IPL 2021,CSK,16,13.0,4.0,257.0,72.0,28.55,170.0,151.17,0.0,2.0,16.0,17.0,2,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2020/21,IPL 2020/21,CSK,12,11.0,2.0,359.0,71.0,39.88,282.0,127.3,0.0,1.0,30.0,12.0,3,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2019,IPL 2019,CSK,17,17.0,5.0,282.0,57.0,23.5,303.0,93.06,0.0,1.0,20.0,7.0,6,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2018,IPL 2018,CSK,16,16.0,2.0,602.0,100.0,43.0,402.0,149.75,1.0,3.0,53.0,34.0,2,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2017,IPL 2017,MI,5,5.0,0.0,91.0,63.0,18.2,78.0,116.66,0.0,1.0,7.0,3.0,3,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2016,IPL 2016,MI,13,12.0,1.0,334.0,65.0,30.36,278.0,120.14,0.0,2.0,28.0,12.0,4,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2015,IPL 2015,MI,15,14.0,5.0,281.0,53.0,31.22,193.0,145.59,0.0,1.0,18.0,16.0,9,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2014,IPL 2014,MI,15,14.0,0.0,361.0,68.0,25.78,287.0,125.78,0.0,2.0,31.0,8.0,6,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2013,IPL 2013,MI,19,17.0,3.0,265.0,37.0,18.92,231.0,114.71,0.0,0.0,22.0,4.0,8,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2012,IPL 2012,MI,17,15.0,6.0,333.0,81.0,37.0,252.0,132.14,0.0,2.0,21.0,14.0,2,0,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2011,IPL 2011,MI,16,16.0,2.0,395.0,63.0,28.21,350.0,112.85,0.0,4.0,44.0,9.0,7,1,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
33141,Ambati Thirupathi Rayudu,1985-09-23,40y 279d,India,Middle order Batter,Right hand Bat,Right arm Offbreak,2013 - 2019,2009/10,IPL 2009/10,MI,14,14.0,1.0,356.0,55.0,27.38,246.0,144.71,0.0,2.0,34.0,13.0,6,1,,,,,,,,,,,2014-09-07,2016-06-22,2013-07-24,2019-03-08,,,,
12856,Andrew Flintoff,1977-12-06,48y 205d,England,Allrounder,Right hand Bat,Right arm Fast medium,1998 - 2009,2009,IPL 2009,CSK,3,3.0,1.0,62.0,24.0,31.0,53.0,116.98,0.0,0.0,5.0,2.0,4,0,2.0,9.54,66.0,1/11,1/11,52.5,33.0,0.0,0.0,0.0,2005-06-13,2007-09-19,1999-04-07,2009-04-03,1.0,11.0,1.0,11.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2020/21,IPL 2020/21,RR,6,2.0,1.0,9.0,7.0,9.0,10.0,90.0,0.0,0.0,0.0,1.0,0,0,2.0,11.7,102.0,1/39,1/39,99.5,51.0,0.0,0.0,0.0,,,,,1.0,39.0,1.0,39.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2019,IPL 2019,PBKS,4,,,,,,,,,,,,1,0,3.0,9.5,96.0,2/33,2/33,50.66,32.0,0.0,0.0,0.0,,,,,2.0,33.0,2.0,33.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2018,IPL 2018,PBKS,8,3.0,0.0,11.0,8.0,3.66,18.0,61.11,0.0,0.0,1.0,0.0,2,0,11.0,8.52,157.0,5/14,5/14,20.27,14.2,0.0,1.0,0.0,,,,,5.0,14.0,5.0,14.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2017,IPL 2017,KKR,5,1.0,0.0,4.0,4.0,4.0,7.0,57.14,0.0,0.0,1.0,0.0,1,0,4.0,7.64,84.0,3/37,3/37,26.75,21.0,0.0,0.0,0.0,,,,,3.0,37.0,3.0,37.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2016,IPL 2016,KKR,4,,,,,,,,,,,,0,0,3.0,8.9,66.0,1/14,1/14,32.66,22.0,0.0,0.0,0.0,,,,,1.0,14.0,1.0,14.0
591650,Ankit Singh Rajpoot,1993-12-04,32y 207d,India,Bowler,Right hand Bat,Right arm Medium,,2013,IPL 2013,CSK,2,1.0,1.0,2.0,2.0,,6.0,33.33,0.0,0.0,0.0,0.0,0,0,1.0,8.75,24.0,1/25,1/25,35.0,24.0,0.0,0.0,0.0,,,,,1.0,25.0,1.0,25.0
1175428,Anshul Kamboj,2000-12-06,25y 205d,India,Bowling Allrounder,Right hand Bat,Right arm Medium,2025 - 2025,2026,IPL 2026,CSK,14,4.0,2.0,58.0,19.0,29.0,38.0,152.63,0.0,0.0,3.0,4.0,2,0,21.0,10.52,302.0,3/22,3/22,25.23,14.3,0.0,0.0,0.0,,,,,3.0,22.0,3.0,22.0
1175428,Anshul Kamboj,2000-12-06,25y 205d,India,Bowling Allrounder,Right hand Bat,Right arm Medium,2025 - 2025,2025,IPL 2025,CSK,8,5.0,3.0,14.0,5.0,7.0,12.0,116.66,0.0,0.0,2.0,0.0,1,0,8.0,8.0,129.0,3/13,3/13,21.5,16.1,0.0,0.0,0.0,,,,,3.0,13.0,3.0,13.0
1175428,Anshul Kamboj,2000-12-06,25y 205d,India,Bowling Allrounder,Right hand Bat,Right arm Medium,2025 - 2025,2024,IPL 2024,MI,3,1.0,1.0,2.0,2.0,,2.0,100.0,0.0,0.0,0.0,0.0,3,0,2.0,11.4,60.0,1/24,1/24,57.0,30.0,0.0,0.0,0.0,,,,,1.0,24.0,1.0,24.0
319745,Konda Bhaskir Arun Karthik,1986-02-15,40y 134d,India,Wicketkeeper Batter,Right hand Bat,Legbreak Googly,,2013,IPL 2013,RCB,12,5.0,2.0,41.0,19.0,13.66,38.0,107.89,0.0,0.0,3.0,1.0,9,2,,,,,,,,,,,,,,,,,,
319745,Konda Bhaskir Arun Karthik,1986-02-15,40y 134d,India,Wicketkeeper Batter,Right hand Bat,Legbreak Googly,,2012,IPL 2012,RCB,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
319745,Konda Bhaskir Arun Karthik,1986-02-15,40y 134d,India,Wicketkeeper Batter,Right hand Bat,Legbreak Googly,,2011,IPL 2011,RCB,3,2.0,0.0,7.0,6.0,3.5,8.0,87.5,0.0,0.0,1.0,0.0,2,0,,,,,,,,,,,,,,,,,,
319745,Konda Bhaskir Arun Karthik,1986-02-15,40y 134d,India,Wicketkeeper Batter,Right hand Bat,Legbreak Googly,,2009/10,IPL 2009/10,CSK,1,1.0,1.0,3.0,3.0,,5.0,60.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2017,IPL 2017,SRH,6,2.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,8.0,9.3,127.0,3/42,3/42,24.62,15.8,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,3.0,42.0,3.0,42.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2016,IPL 2016,SRH,8,2.0,2.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,1,0,9.0,7.65,156.0,3/15,3/15,22.11,17.3,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,3.0,15.0,3.0,15.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2015,IPL 2015,CSK,16,4.0,3.0,1.0,1.0,1.0,7.0,14.28,0.0,0.0,0.0,0.0,3,0,22.0,7.24,372.0,4/10,4/10,20.4,16.9,1.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,4.0,10.0,4.0,10.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2014,IPL 2014,CSK,4,,,,,,,,,,,,0,0,8.0,9.46,90.0,3/33,3/33,17.75,11.2,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,3.0,33.0,3.0,33.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2013,IPL 2013,DC,10,4.0,0.0,1.0,1.0,0.25,8.0,12.5,0.0,0.0,0.0,0.0,1,0,11.0,8.77,216.0,2/35,2/35,28.72,19.6,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,2.0,35.0,2.0,35.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2012,IPL 2012,PWI,13,2.0,2.0,11.0,9.0,,12.0,91.66,0.0,0.0,1.0,0.0,1,0,11.0,8.37,288.0,3/23,3/23,36.54,26.1,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,3.0,23.0,3.0,23.0
31820,Ashish Nehra,1979-04-29,47y 61d,India,Bowler,Right hand Bat,Left arm Medium fast,1999 - 2017,2009/10,IPL 2009/10,DC,4,2.0,1.0,23.0,22.0,23.0,20.0,114.99,0.0,0.0,2.0,1.0,2,0,6.0,6.85,84.0,3/26,3/26,16.0,14.0,0.0,0.0,0.0,2009-12-09,2017-11-01,2001-06-24,2011-03-30,3.0,26.0,3.0,26.0
