year,player_id,player_name,team,sold_price,sold_price_in_cr,prior_season,player_name_stats,birthdate,age,nationality,player_role,international_career,tournament,team_stats,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,has_prior_season
2009,38373,Jesse Ryder,Royal Challengers Bangalore,7680000.0,0.768,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2009,19296,Kevin Pietersen,Royal Challengers Bangalore,74400000.0,7.44,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,45797,Justin Kemp,Chennai Super Kings,4585250.0,0.458525,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,233514,Thisara Perera,Chennai Super Kings,2292625.0,0.2292625,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,230553,Kemar Roach,Deccan Chargers,33013800.0,3.30138,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,265564,Wayne Parnell,Delhi Capitals,27970025.0,2.7970025,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,36326,Shane Bond,Kolkata Knight Riders,34389375.0,3.4389375,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,230559,Kieron Pollard,Mumbai Indians,34389375.0,3.4389375,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,29990,Mohammad Kaif,Punjab Kings,11463125.0,1.1463125,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,224367,Yusuf Abdulla,Punjab Kings,2292625.0,0.2292625,2009,Yusuf Adam Abdulla,"January 17, 1983, Johannesburg, Transvaal",43y 169d,South Africa,Bowler,2009 - 2009,IPL 2009,PBKS,9.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,14,8.60,168,4/31,4/31,17.21,12.0,2,0,0,"March 29, 2009","November 15, 2009",,,True
2010,8119,Adam Voges,Rajasthan Royals,2292625.0,0.2292625,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,6513,Damien Martyn,Rajasthan Royals,4585250.0,0.458525,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2010,24598,Eoin Morgan,Royal Challengers Bangalore,10087550.0,1.008755,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,46248,Albie Morkel,Chennai Super Kings,22685000.0,2.2685,2010,Johannes Albertus Morkel,"June 10, 1981, Vereeniging, Transvaal",45y 19d,South Africa,Bowling Allrounder,2004 - 2015,IPL 2009/10,CSK,14.0,11,3,198,62,24.75,131,151.14,0,1,10,13,3.0,0.0,11,8.49,286,2/23,2/23,36.81,26.0,0,0,0,"October 21, 2005","October 05, 2015","February 20, 2004","March 03, 2012",True
2011,5941,Ben Hilfenhaus,Chennai Super Kings,4537000.0,0.4537,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,4508,Doug Bollinger,Chennai Super Kings,31759000.0,3.1759,2010,Douglas Erwin Bollinger,"July 24, 1981, Baulkham Hills, Sydney, New South Wales",44y 340d,Australia,Bowler,2009 - 2014,IPL 2009/10,CSK,8.0,2,2,18,16*,-,17,105.88,0,0,1,1,2.0,0.0,12,6.67,186,4/13,4/13,17.25,15.5,1,0,0,"October 13, 2011","November 09, 2014","April 24, 2009","October 28, 2011",True
2011,51439,Dwayne Bravo,Chennai Super Kings,9074000.0,0.9074,2010,Dwayne John Bravo,"October 07, 1983, Santa Cruz, Trinidad",42y 265d,West Indies,Allrounder,2004 - 2021,IPL 2009/10,MI,10.0,8,1,61,23,8.71,53,115.09,0,0,3,4,4.0,0.0,4,8.71,157,2/11,2/11,57.00,39.2,0,0,0,"February 16, 2006","November 06, 2021","April 18, 2004","October 17, 2014",True
2011,44828,Faf du Plessis,Chennai Super Kings,5444400.0,0.54444,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,4451,George Bailey,Chennai Super Kings,2268500.0,0.22685,2010,George John Bailey,"September 07, 1982, Launceston, Tasmania",43y 295d,Australia,Top order Batter,2012 - 2017,IPL 2009/10,CSK,1.0,1,0,18,18,18.00,27,66.66,0,0,2,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,"February 01, 2012","September 15, 2017","March 16, 2012","December 09, 2016",True
2011,29976,Joginder Sharma,Chennai Super Kings,6805500.0,0.68055,2010,Joginder Sharma,"October 23, 1983, Rohtak",42y 249d,India,Allrounder,2004 - 2007,IPL 2009/10,CSK,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0,2,11.12,48,1/23,1/23,44.50,24.0,0,0,0,"September 19, 2007","September 24, 2007","December 23, 2004","January 24, 2007",True
2011,237095,M Vijay,Chennai Super Kings,40833000.0,4.0833,2010,Murali Vijay,"April 01, 1984, Chennai",42y 89d,India,Opening Batter,2008 - 2018,IPL 2009/10,CSK,15.0,15,2,458,127,35.23,292,156.84,1,2,36,26,11.0,0.0,-,-,-,-,-,-,-,-,-,-,"May 01, 2010","July 19, 2015","February 27, 2010","July 14, 2015",True
2011,28081,MS Dhoni,Chennai Super Kings,81666000.0,8.1666,2010,Mahendra Singh Dhoni,"July 07, 1981, Ranchi, Bihar (now Jharkhand)",44y 357d,India,Wicketkeeper Batter,2004 - 2019,IPL 2009/10,CSK,13.0,11,2,287,66*,31.88,210,136.66,0,2,26,8,5.0,6.0,-,-,-,-,-,-,-,-,-,-,"December 01, 2006","February 27, 2019","December 23, 2004","India
                              vs New Zealand at Manchester - July 09 - 10, 2019",True
2011,5939,Michael Hussey,Chennai Super Kings,19282250.0,1.928225,2010,Michael Edward Killeen Hussey,"May 27, 1975, Mt Lawley, Perth, Western Australia",51y 33d,Australia,Middle order Batter,2004 - 2013,IPL 2009/10,CSK,3.0,3,1,37,15,18.50,44,84.09,0,0,2,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,"February 17, 2005","October 05, 2012","February 01, 2004","September 03, 2012",True
2011,49535,Nuwan Kulasekara,Chennai Super Kings,4537000.0,0.4537,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,26421,R Ashwin,Chennai Super Kings,38564500.0,3.85645,2010,Ravichandran Ashwin,"September 17, 1986, Madras (now Chennai), Tamil Nadu",39y 285d,India,Bowling Allrounder,2010 - 2024,IPL 2009/10,CSK,12.0,6,2,30,11*,7.50,40,75.00,0,0,2,0,1.0,0.0,13,6.10,288,3/16,3/16,22.53,22.1,0,0,0,"June 12, 2010","November 10, 2022","June 05, 2010","October 08, 2023",True
2011,26806,S Badrinath,Chennai Super Kings,38564500.0,3.85645,2010,Subramaniam Badrinath,"August 30, 1980, Madras (now Chennai), Tamil Nadu",45y 303d,India,Middle order Batter,2008 - 2011,IPL 2009/10,CSK,16.0,15,4,356,55*,32.36,303,117.49,0,2,41,5,1.0,0.0,-,-,-,-,-,-,-,-,-,-,"India vs South Africa  at Nagpur - February 06 - 09, 2010","India vs South Africa  at Eden Gardens - February 14 - 18, 2010","August 20, 2008","June 13, 2011",True
2011,38407,Scott Styris,Chennai Super Kings,9074000.0,0.9074,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,317784,Sudeep Tyagi,Chennai Super Kings,10888800.0,1.08888,2010,Sudeep Tyagi,"September 17, 1987, Ghaziabad, Uttar Pradesh",38y 285d,India,Bowler,2009 - 2010,IPL 2009/10,CSK,6.0,1,1,3,3*,-,4,75.00,0,0,0,0,2.0,0.0,1,10.04,95,1/20,1/20,159.00,95.0,0,0,0,"December 27, 2009","February 27, 2010","December 27, 2009","February 27, 2010",True
2011,50438,Suraj Randiv,Chennai Super Kings,3629600.0,0.36296,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,33335,Suresh Raina,Chennai Super Kings,58981000.0,5.8981,2010,Suresh Kumar Raina,"November 27, 1986, Muradnagar, Ghaziabad, Uttar Pradesh",39y 214d,India,Middle order Batter,2005 - 2018,IPL 2009/10,CSK,16.0,16,5,520,83*,47.27,364,142.85,0,4,45,22,10.0,0.0,6,7.46,143,1/0,1/0,29.66,23.8,0,0,0,"December 01, 2006","July 08, 2018","July 30, 2005","July 17, 2018",True
2011,279810,Wriddhiman Saha,Chennai Super Kings,4537000.0,0.4537,2010,Wriddhiman Prasanta Saha,"October 24, 1984, Shaktigarh, Siliguri, Bengal, India",41y 248d,India,Wicketkeeper Batter,2010 - 2021,IPL 2009/10,KKR,13.0,7,4,67,22,22.33,53,126.41,0,0,9,1,3.0,3.0,-,-,-,-,-,-,-,-,-,-,,,"November 28, 2010","November 09, 2014",True
2011,31107,Amit Mishra,Deccan Chargers,13611000.0,1.3611,2010,Amit Mishra,"November 24, 1982, Delhi",43y 222d,India,Bowler,2003 - 2017,IPL 2009/10,DC,14.0,7,3,39,12,9.75,51,76.47,0,0,1,0,4.0,0.0,17,6.84,318,3/25,3/25,21.35,18.7,0,0,0,"June 13, 2010","February 01, 2017","April 13, 2003","October 29, 2016",True
2011,8291,Cameron White,Deccan Chargers,49907000.0,4.9907,2010,Cameron Leon White,"August 18, 1983, Bairnsdale, Victoria",42y 323d,Australia,Middle order Batter,2005 - 2018,IPL 2009/10,RCB,7.0,5,3,48,21*,24.00,33,145.45,0,0,3,3,4.0,0.0,0,19.00,6,-,-,-,-,0,0,0,"January 09, 2007","November 09, 2014","October 05, 2005","January 26, 2018",True
2011,326637,Chris Lynn,Deccan Chargers,907400.0,0.09074,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,47492,Dale Steyn,Deccan Chargers,54444000.0,5.4444,2010,Dale Willem Steyn,"June 27, 1983, Phalaborwa",43y 7d,South Africa,Bowler,2004 - 2020,IPL 2009/10,RCB,15.0,4,0,13,8,3.25,17,76.47,0,0,2,0,1.0,0.0,15,6.88,354,3/18,3/18,27.06,23.6,0,0,0,"November 23, 2007","February 21, 2020","August 17, 2005","March 13, 2019",True
2011,4864,Dan Christian,Deccan Chargers,40833000.0,4.0833,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2011,236779,Ishant Sharma,Deccan Chargers,20416500.0,2.04165,2010,Ishant Sharma,"September 02, 1988, Delhi",37y 305d,India,Bowler,2007 - 2021,IPL 2009/10,KKR,7.0,2,1,6,6*,6.00,17,35.29,0,0,0,0,1.0,0.0,7,9.44,150,2/33,2/33,33.71,21.4,0,0,0,"February 01, 2008","October 10, 2013","June 29, 2007","January 23, 2016",True
2011,44932,JP Duminy,Deccan Chargers,13611000.0,1.3611,2010,Jean-Paul Duminy,"April 14, 1984, Strandfontein, Cape Town, Cape Province",42y 83d,South Africa,Batting Allrounder,2004 - 2019,IPL 2009/10,MI,7.0,7,2,157,42*,31.40,131,119.84,0,0,13,5,3.0,0.0,1,6.72,33,1/15,1/15,37.00,33.0,0,0,0,"September 15, 2007","March 24, 2019","August 20, 2004","July 06, 2019",True
2011,19296,Kevin Pietersen,Deccan Chargers,29490500.0,2.94905,2010,Kevin Peter Pietersen,"June 27, 1980, Pietermaritzburg, Natal",46y 7d,England,Top order Batter,2004 - 2014,IPL 2009/10,RCB,7.0,7,3,236,66*,59.00,157,150.31,0,2,23,8,3.0,0.0,3,7.70,60,1/10,1/10,25.66,20.0,0,0,0,"June 13, 2005","June 27, 2013","November 28, 2004","September 16, 2013",True
2011,50710,Kumar Sangakkara,Deccan Chargers,31759000.0,3.1759,2010,Kumar Chokshanada Sangakkara,"October 27, 1977, Matale",48y 251d,Sri Lanka,Wicketkeeper Batter,2000 - 2015,IPL 2009/10,PBKS,13.0,12,0,357,56,29.75,257,138.91,0,2,47,5,6.0,5.0,-,-,-,-,-,-,-,-,-,-,"June 15, 2006","April 06, 2014","July 05, 2000","March 18, 2015",True
2011,317293,Manpreet Gony,Deccan Chargers,13157300.0,1.31573,2010,Manpreet Singh Gony,"January 04, 1984, Roopnagar, Punjab",42y 176d,India,Bowler,2008 - 2008,IPL 2009/10,CSK,3.0,1,0,2,2,2.00,6,33.33,0,0,0,0,1.0,0.0,1,11.50,48,1/33,1/33,92.00,48.0,0,0,0,,,"June 25, 2008","June 28, 2008",True
2011,16406,Michael Lumb,Deccan Chargers,3629600.0,0.36296,2010,Michael John Lumb,"February 12, 1980, Johannesburg, Transvaal, South Africa",46y 145d,England,Top order Batter,2010 - 2014,IPL 2009/10,RR,11.0,11,0,278,83,25.27,192,144.79,0,1,45,6,4.0,0.0,-,-,-,-,-,-,-,-,-,-,"May 03, 2010","March 31, 2014","February 28, 2014","March 05, 2014",True
2011,32130,Pragyan Ojha,Deccan Chargers,22685000.0,2.2685,2010,Pragyan Prayash Ojha,"September 05, 1986, Bhubaneswar, Orissa",39y 305d,India,Bowler,2008 - 2013,IPL 2009/10,DCH,16.0,6,3,3,2,1.00,8,37.50,0,0,0,0,4.0,0.0,21,7.29,353,3/26,3/26,20.42,16.8,0,0,0,"June 06, 2009","June 13, 2010","June 28, 2008","July 24, 2012",True
