year,player_id,player_name,team,sold_price,sold_price_in_cr,sold_price_in_usd,base_price,base_price_in_cr,base_price_in_usd,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr,status,transferred,overseas,auction_result,id_source,prior_season,player_name_stats,birthdate,age,nationality,player_role,batting_style,bowling_style,international_career,tournament,team_stats,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,bbi_wkts,bbi_runs,bbm_wkts,bbm_runs,has_prior_season,is_mega_auction,int_value,is_capped
2008,7702,Andrew Symonds,Deccan Chargers,54000000,5.4,1350000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,50431,Chamara Silva,Deccan Chargers,4000000,0.4,100000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,50804,Chaminda Vaas,Deccan Chargers,8000000,0.8,200000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,45224,Herschelle Gibbs,Deccan Chargers,23000000,2.3,575000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,51050,Nuwan Zoysa,Deccan Chargers,4400000,0.44,110000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,35280,R P Singh,Deccan Chargers,35000000,3.5,875000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,34102,Rohit Sharma,Deccan Chargers,30000000,3,750000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,38407,Scott Styris,Deccan Chargers,7000000,0.7,175000,7000000,0.7,175000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,42639,Shahid Afridi,Deccan Chargers,27000000,2.7,675000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,30750,VVS Laxman,Deccan Chargers,15000000,1.5,375000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,44936,AB de Villiers,Delhi Capitals,12000000,1.2,300000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,38710,Daniel Vettori,Delhi Capitals,25000000,2.5,625000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,30045,Dinesh Karthik,Delhi Capitals,21000000,2.1,525000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,49638,Farveez Maharoof,Delhi Capitals,9000000,0.9,225000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,28763,Gautam Gambhir,Delhi Capitals,29000000,2.9,725000,8800000,0.88,220000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,6565,Glenn McGrath,Delhi Capitals,14000000,1.4,350000,14000000,1.4,350000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,35565,Manoj Tiwary,Delhi Capitals,27000000,2.7,675000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,41411,Mohammad Asif,Delhi Capitals,26000000,2.6,650000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,42657,Shoaib Malik,Delhi Capitals,20000000,2,500000,12000000,1.2,300000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,48472,Tillakaratne Dilshan,Delhi Capitals,10000000,1,250000,6080000,0.608,152000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,6278,Brett Lee,Punjab Kings,36000000,3.6,900000,12000000,1.2,300000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,32685,Irfan Pathan,Punjab Kings,37000000,3.7,925000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,50710,Kumar Sangakkara,Punjab Kings,28000000,2.8,700000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,49289,Mahela Jayawardene,Punjab Kings,19000000,1.9,475000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,32966,Piyush Chawla,Punjab Kings,16000000,1.6,400000,5000000,0.5,125000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,32391,Ramesh Powar,Punjab Kings,6800000,0.68,170000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,52969,Ramnaresh Sarwan,Punjab Kings,9000000,0.9,225000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,6128,Simon Katich,Punjab Kings,8000000,0.8,200000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,34274,Sreesanth,Punjab Kings,25000000,2.5,625000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,26184,Ajit Agarkar,Kolkata Knight Riders,14000000,1.4,350000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,37737,Brendon McCullum,Kolkata Knight Riders,28000000,2.8,700000,7000000,0.7,175000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,51880,Chris Gayle,Kolkata Knight Riders,32000000,3.2,800000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,5766,David Hussey,Kolkata Knight Riders,25000000,2.5,625000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,236779,Ishant Sharma,Kolkata Knight Riders,38000000,3.8,950000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,30049,Murali Kartik,Kolkata Knight Riders,17000000,1.7,425000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,7133,Ricky Ponting,Kolkata Knight Riders,16000000,1.6,400000,13400000,1.34,335000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,42655,Shoaib Akhtar,Kolkata Knight Riders,17000000,1.7,425000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,55805,Tatenda Taibu,Kolkata Knight Riders,5000000,0.5,125000,5000000,0.5,125000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,43524,Umar Gul,Kolkata Knight Riders,6000000,0.6,150000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,48835,Dilhara Fernando,Mumbai Indians,6000000,0.6,150000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,29264,Harbhajan Singh,Mumbai Indians,34000000,3.4,850000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,49758,Lasith Malinga,Mumbai Indians,14000000,1.4,350000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,44098,Loots Bosman,Mumbai Indians,7000000,0.7,175000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,35582,Robin Uthappa,Mumbai Indians,32000000,3.2,800000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,49209,Sanath Jayasuriya,Mumbai Indians,39000000,3.9,975000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,46774,Shaun Pollock,Mumbai Indians,22000000,2.2,550000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,47270,Graeme Smith,Rajasthan Royals,10000000,1,250000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,6256,Justin Langer,Rajasthan Royals,8000000,0.8,200000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,41028,Kamran Akmal,Rajasthan Royals,6000000,0.6,150000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,29990,Mohammad Kaif,Rajasthan Royals,27000000,2.7,675000,5000000,0.5,125000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,32965,Munaf Patel,Rajasthan Royals,11000000,1.1,275000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,8166,Shane Warne,Rajasthan Royals,18000000,1.8,450000,18000000,1.8,450000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,43652,Younis Khan,Rajasthan Royals,9000000,0.9,225000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,32498,Yusuf Pathan,Rajasthan Royals,19000000,1.9,475000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,30176,Anil Kumble,Royal Challengers Bengaluru,20000000,2,500000,10000000,1,250000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,8291,Cameron White,Royal Challengers Bengaluru,20000000,2,500000,4000000,0.4,100000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,47492,Dale Steyn,Royal Challengers Bengaluru,13000000,1.3,325000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,45789,Jacques Kallis,Royal Challengers Bengaluru,36000000,3.6,900000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,44111,Mark Boucher,Royal Challengers Bengaluru,18000000,1.8,450000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,4185,Nathan Bracken,Royal Challengers Bengaluru,13000000,1.3,325000,9000000,0.9,225000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,51469,Shivnarine Chanderpaul,Royal Challengers Bengaluru,8000000,0.8,200000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,29646,Wasim Jaffer,Royal Challengers Bengaluru,6000000,0.6,150000,6000000,0.6,150000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,30102,Zaheer Khan,Royal Challengers Bengaluru,18000000,1.8,450000,8000000,0.8,200000,,,,,,,,sold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,46788,Ashwell Prince,,,,,7000000,0.7,175000,,,,,,,,unsold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2008,43650,Mohammed Yousuf,,,,,14000000,1.4,350000,,,,,,,,unsold,from auction file,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,FALSE
2009,12856,Andrew Flintoff,Chennai Super Kings,75531500,7.55315,1550000,46293500,4.62935,950000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,4451,George Bailey,Chennai Super Kings,2436500,0.24365,50000,2436500,0.24365,50000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,49677,Thilan Thushara,Chennai Super Kings,6822200,0.68222,140000,4873000,0.4873,100000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,53118,Dwayne Smith,Deccan Chargers,4873000,0.4873,100000,4873000,0.4873,100000,,,,,,,,sold,from auction file,2008,Dwayne Romel Smith,4/12/1983,43y 78d,West Indies,Allrounder,Right hand Bat,Right arm Medium,2004 - 2015,IPL 2007/08,MI,4,3,0,45,20,15,40,112.5,0,0,5,1,2,0,5,7.54,66,26-Mar,26-Mar,16.6,13.2,0,0,0,2/16/2006,1/14/2015,1/25/2004,3/15/2015,3,26,3,26,TRUE,FALSE,2004,TRUE
2009,51782,Fidel Edwards,Deccan Chargers,7309500,0.73095,150000,7309500,0.73095,150000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,20123,Owais Shah,Delhi Capitals,13400750,1.340075,275000,7309500,0.73095,150000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,10772,Paul Collingwood,Delhi Capitals,13400750,1.340075,275000,12182500,1.21825,250000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,56007,Mashrafe Bin Mortaza,Kolkata Knight Riders,29238000,2.9238,600000,2436500,0.24365,50000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,44932,JP Duminy,Mumbai Indians,46293500,4.62935,950000,14619000,1.4619,300000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,37740,Kyle Mills,Mumbai Indians,7309500,0.73095,150000,7309500,0.73095,150000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,55988,Mohammad Ashraful,Mumbai Indians,3654750,0.365475,75000,3654750,0.365475,75000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,53191,Jerome Taylor,Punjab Kings,7309500,0.73095,150000,7309500,0.73095,150000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,10582,Ravi Bopara,Punjab Kings,21928500,2.19285,450000,7309500,0.73095,150000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,8076,Shaun Tait,Rajasthan Royals,18273750,1.827375,375000,12182500,1.21825,250000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,45434,Tyron Henderson,Rajasthan Royals,31674500,3.16745,650000,4873000,0.4873,100000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,38373,Jesse Ryder,Royal Challengers Bengaluru,7796800,0.77968,160000,4873000,0.4873,100000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2009,19296,Kevin Pietersen,Royal Challengers Bengaluru,75531500,7.55315,1550000,65785500,6.57855,1350000,,,,,,,,sold,from auction file,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,45797,Justin Kemp,Chennai Super Kings,4585250,0.458525,100000,4585250,0.458525,100000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,233514,Thisara Perera,Chennai Super Kings,2292625,0.2292625,50000,2292625,0.2292625,50000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,230553,Kemar Roach,Deccan Chargers,33013800,3.30138,720000,4585250,0.458525,100000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,265564,Wayne Parnell,Delhi Capitals,27970025,2.7970025,610000,9170500,0.91705,200000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,29990,Mohammad Kaif,Punjab Kings,11463125,1.1463125,250000,4585250,0.458525,100000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,224367,Yusuf Abdulla,Punjab Kings,917050,0.091705,20000,917050,0.091705,20000,,,,,,,,sold,from auction file,2009,Yusuf Adam Abdulla,1/17/1983,43y 169d,South Africa,Bowler,Left hand Bat,Left arm Fast medium,2009 - 2009,IPL 2009,PBKS,9,,,,,,,,,,,,0,0,14,8.6,168,Apr-31,Apr-31,17.21,12,2,0,0,3/29/2009,11/15/2009,,,4,31,4,31,TRUE,FALSE,2009,TRUE
2010,36326,Shane Bond,Kolkata Knight Riders,34389375,3.4389375,750000,4585250,0.458525,100000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,230559,Kieron Pollard,Mumbai Indians,34389375,3.4389375,750000,9170500,0.91705,200000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,8119,Adam Voges,Rajasthan Royals,2292625,0.2292625,50000,2292625,0.2292625,50000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,6513,Damien Martyn,Rajasthan Royals,4585250,0.458525,100000,4585250,0.458525,100000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2010,24598,Eoin Morgan,Royal Challengers Bengaluru,10087550,1.008755,220000,9170500,0.91705,200000,,,,,,,,sold,from auction file,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
