team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_cr,status,transferred,overseas
Chennai Super Kings,1226000000,24000000,25/25,8/8,530812,AJ Hosein,Akeal Hosein,1993-04-25,BOWLER,20000000,20000000,2.0,New,False,True
Chennai Super Kings,1226000000,24000000,25/25,8/8,506612,MJ Henry,Matt Henry,1991-12-14,BOWLER,20000000,20000000,2.0,New,False,True
Chennai Super Kings,1226000000,24000000,25/25,8/8,605575,MW Short,Matthew Short,1995-11-08,ALL_ROUNDER,15000000,15000000,1.5,New,False,True
Chennai Super Kings,1226000000,24000000,25/25,8/8,510530,J Overton,Jamie Overton,1994-04-10,ALL_ROUNDER,0,15000000,1.5,Retained,False,True
Chennai Super Kings,1226000000,24000000,25/25,8/8,1202098,ZG Foulkes,Zak Foulkes,2002-06-05,ALL_ROUNDER,7500000,7500000,0.75,New,False,True
Chennai Super Kings,1226000000,24000000,25/25,8/8,642525,SN Khan,Sarfaraz Khan,1997-10-22,BATTER,7500000,7500000,0.75,New,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,1254269,Aman Hakim Khan,Aman Khan,1996-11-23,ALL_ROUNDER,3000000,4000000,0.4,New,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,1452455,A Mhatre,Ayush Mhatre,2007-07-16,BATTER,0,3000000,0.3,Retained,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,1339053,RS Ghosh,Ramakrishna Ghosh,1997-08-28,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,1131570,UM Patel,Urvil Patel,1998-10-17,BATTER,0,3000000,0.3,Retained,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,1125688,Mukesh Choudhary,Mukesh Choudhary,1996-07-06,BOWLER,0,3000000,0.3,Retained,False,False
Chennai Super Kings,1226000000,24000000,25/25,8/8,344580,S Gopal,Shreyas Gopal,1993-09-04,BOWLER,0,3000000,0.3,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,554691,AR Patel,Axar Patel,1994-01-20,ALL_ROUNDER,0,165000000,16.5,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,422108,KL Rahul,KL Rahul,1992-04-18,BATTER,0,140000000,14.0,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,559235,Kuldeep Yadav,Kuldeep Yadav,1994-12-14,BOWLER,0,132500000,13.25,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,311592,MA Starc,Mitchell Starc,1990-01-30,BOWLER,0,117500000,11.75,Retained,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,802575,T Natarajan,T Natarajan,1991-04-04,BOWLER,0,107500000,10.75,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,595978,T Stubbs,Tristan Stubbs,2000-08-14,BATTER,0,100000000,10.0,Retained,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,1159732,Auqib Nabi,Auqib Nabi,1996-11-04,ALL_ROUNDER,3000000,84000000,8.4,New,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,926851,Mukesh Kumar,Mukesh Kumar,1993-10-12,BOWLER,0,80000000,8.0,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,604527,N Rana,Nitish Rana,1993-12-27,ALL_ROUNDER,0,42000000,4.2,Retained,True,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1277545,Abishek Porel,Abishek Porel,2002-10-17,BATTER,0,40000000,4.0,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1028655,P Nissanka,Pathum Nissanka,1998-05-18,BATTER,7500000,40000000,4.0,New,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,1131978,AR Sharma,Ashutosh Sharma,1998-09-15,ALL_ROUNDER,0,38000000,3.8,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,625960,KA Jamieson,Kyle Jamieson,1994-12-30,BOWLER,20000000,20000000,2.0,New,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,542023,L Ngidi,Lungi Ngidi,1996-03-29,BOWLER,20000000,20000000,2.0,New,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,521637,BM Duckett,Ben Duckett,1994-10-17,BATTER,20000000,20000000,2.0,New,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,321777,DA Miller,David Miller,1989-06-10,BATTER,20000000,20000000,2.0,New,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,1175489,Sameer Rizvi,Sameer Rizvi,2003-12-06,ALL_ROUNDER,0,9500000,0.95,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1070168,PP Shaw,Prithvi Shaw,1999-11-09,BATTER,7500000,7500000,0.75,New,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,552152,PVD Chameera,Dushmantha Chameera,1992-01-11,BOWLER,0,7500000,0.75,Retained,False,True
Delhi Capitals,1246500000,3500000,25/25,8/8,1449074,V Nigam,Vipraj Nigam,2004-07-28,ALL_ROUNDER,0,5000000,0.5,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,398439,KK Nair,Karun Nair,1991-12-06,BATTER,0,5000000,0.5,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1460385,M Tiwari,Madhav Tiwari,2003-09-28,ALL_ROUNDER,0,4000000,0.4,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1451028,SU Parakh,Sahil Parakh,2007-06-07,BATTER,3000000,3000000,0.3,New,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1292527,T Vijay,Tripurana Vijay,2001-09-05,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Delhi Capitals,1246500000,3500000,25/25,8/8,1059570,AJ Mandal,Ajay Mandal,1996-02-25,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,793463,Rashid Khan,Rashid Khan,1998-09-20,BOWLER,0,180000000,18.0,Retained,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,1070173,Shubman Gill,Shubman Gill,1999-09-08,BATTER,0,165000000,16.5,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,308967,JC Buttler,Jos Buttler,1990-09-08,BATTER,0,157500000,15.75,Retained,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,940973,Mohammed Siraj,Mohammed Siraj,1994-03-13,BOWLER,0,122500000,12.25,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,550215,K Rabada,Kagiso Rabada,1995-05-25,BOWLER,0,107500000,10.75,Retained,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,917159,M Prasidh Krishna,Prasidh Krishna,1996-02-19,BOWLER,0,95000000,9.5,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1151288,B Sai Sudharsan,Sai Sudharsan,2001-10-15,BATTER,0,85000000,8.5,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,391485,JO Holder,Jason Holder,1991-11-05,ALL_ROUNDER,20000000,70000000,7.0,New,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,719719,M Shahrukh Khan,M Shahrukh Khan,1995-05-27,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,423838,R Tewatia,Rahul Tewatia,1993-05-20,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,719715,Washington Sundar,Washington Sundar,1999-10-05,ALL_ROUNDER,0,32000000,3.2,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1048739,R Sai Kishore,Sai Kishore,1996-11-06,ALL_ROUNDER,0,20000000,2.0,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,877051,T Banton,Tom Banton,1998-11-11,BATTER,20000000,20000000,2.0,New,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,823509,GD Phillips,Glenn Phillips,1996-12-06,BATTER,0,20000000,2.0,Retained,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,1287033,Gurnoor Brar,Gurnoor Brar,2000-05-25,BOWLER,0,13000000,1.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1244751,Arshad Khan,Arshad Khan,1997-12-20,ALL_ROUNDER,0,13000000,1.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1299879,Ashok Sharma,Ashok Sharma,2002-06-17,BOWLER,3000000,9000000,0.9,New,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,573170,L Wood,Luke Wood,1995-08-02,BOWLER,7500000,7500000,0.75,New,False,True
Gujarat Titans,1230500000,19500000,25/25,7/8,447587,J Yadav,Jayant Yadav,1990-01-22,ALL_ROUNDER,0,7500000,0.75,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,236779,I Sharma,Ishant Sharma,1988-09-02,BOWLER,0,7500000,0.75,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1207295,K Kushagra,Kumar Kushagra,2004-10-23,BATTER,0,6500000,0.65,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1292506,N Sindhu,Nishant Sindhu,2004-04-09,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1175426,MJ Suthar,Manav Suthar,2002-08-03,BOWLER,0,3000000,0.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1123073,Anuj Rawat,Anuj Rawat,1999-10-17,BATTER,0,3000000,0.3,Retained,False,False
Gujarat Titans,1230500000,19500000,25/25,7/8,1121579,Y Prithvi Raj,Prithvi Raj,1998-02-20,BOWLER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1076713,C Green,Cameron Green,1999-06-03,BATTER,20000000,252000000,25.2,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1194795,M Pathirana,Matheesha Pathirana,2002-12-18,BOWLER,20000000,180000000,18.0,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,723105,RK Singh,Rinku Singh,1997-10-12,BATTER,0,130000000,13.0,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1108375,CV Varun,Varun Chakravarthy,1991-08-29,BOWLER,0,120000000,12.0,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,230558,SP Narine,Sunil Narine,1988-05-26,BOWLER,0,120000000,12.0,Retained,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,330902,Mustafizur Rahman,Mustafizur Rahman,1995-09-06,BOWLER,20000000,92000000,9.2,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1312645,Harshit Rana,Harshit Rana,2001-12-22,BOWLER,0,40000000,4.0,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1079470,Ramandeep Singh,Ramandeep Singh,1997-04-13,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1460372,T Dahiya,Tejasvi Dahiya,2002-04-18,BATTER,3000000,30000000,3.0,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1292495,A Raghuvanshi,Angkrish Raghuvanshi,2004-06-05,BATTER,0,30000000,3.0,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,959767,R Ravindra,Rachin Ravindra,1999-11-18,ALL_ROUNDER,20000000,20000000,2.0,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,959759,FH Allen,Finn Allen,1999-04-22,BATTER,20000000,20000000,2.0,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1209292,VG Arora,Vaibhav Arora,1997-12-14,BOWLER,0,18000000,1.8,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,820351,R Powell,Rovman Powell,1993-07-23,BATTER,0,15000000,1.5,Retained,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,625964,TL Seifert,Tim Seifert,1994-12-14,BATTER,15000000,15000000,1.5,New,False,True
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,277916,AM Rahane,Ajinkya Rahane,1988-06-06,BATTER,0,15000000,1.5,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1176959,Akash Deep,Akash Deep,1996-12-15,BOWLER,10000000,10000000,1.0,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1246528,Umran Malik,Umran Malik,1999-11-22,BOWLER,0,7500000,0.75,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,446763,RA Tripathi,Rahul Tripathi,1991-03-02,BATTER,7500000,7500000,0.75,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,290630,MK Pandey,Manish Pandey,1989-09-10,BATTER,0,7500000,0.75,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1079839,AS Roy,Anukul Roy,1998-11-30,ALL_ROUNDER,0,4000000,0.4,Retained,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1515048,Daksh Kamra,Daksh Kamra,2003-01-09,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1252337,PH Solanki,Prashant Solanki,2000-02-22,BOWLER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,1122918,Kartik Tyagi,Kartik Tyagi,2000-11-08,BOWLER,3000000,3000000,0.3,New,False,False
Kolkata Knight Riders,1245500000,4500000,25/25,8/8,956405,S Ranjan,Sarthak Ranjan,1996-09-25,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,931581,RR Pant,Rishabh Pant,1997-10-04,BATTER,0,270000000,27.0,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,604302,N Pooran,Nicholas Pooran,1995-10-02,BATTER,0,210000000,21.0,Retained,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1292563,MP Yadav,Mayank Yadav,2002-06-17,BOWLER,0,110000000,11.0,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,481896,Mohammed Shami,Mohammed Shami,1990-09-03,BOWLER,0,100000000,10.0,Retained,True,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,694211,Avesh Khan,Avesh Khan,1996-12-13,BOWLER,0,97500000,9.75,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,662235,JP Inglis,Josh Inglis,1995-03-04,BATTER,20000000,86000000,8.6,New,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1175485,Abdul Samad,Abdul Samad,2001-10-28,ALL_ROUNDER,0,42000000,4.2,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1151270,A Badoni,Ayush Badoni,1999-12-03,ALL_ROUNDER,0,40000000,4.0,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1132005,Mohsin Khan,Mohsin Khan,1998-07-15,BOWLER,0,40000000,4.0,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,272450,MR Marsh,Mitchell Marsh,1991-10-20,ALL_ROUNDER,0,34000000,3.4,Retained,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1354217,MD Choudhary,Mukul Choudhary,2004-08-06,BATTER,3000000,26000000,2.6,New,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1159711,Shahbaz Ahmed,Shahbaz Ahmed,1994-12-11,ALL_ROUNDER,0,24000000,2.4,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1300795,Akshat Raghuwanshi,Akshat Raghuwanshi,2003-09-15,BATTER,3000000,22000000,2.2,New,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,784379,PWH de Silva,Wanindu Hasaranga,1997-07-29,ALL_ROUNDER,20000000,20000000,2.0,New,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,600498,AK Markram,Aiden Markram,1994-10-04,BATTER,0,20000000,2.0,Retained,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,481979,A Nortje,Anrich Nortje,1993-11-16,BOWLER,20000000,20000000,2.0,New,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1408677,N Tiwari,Naman Tiwari,2005-11-08,BOWLER,3000000,10000000,1.0,New,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1151286,M Siddharth,Manimaran Siddharth,1998-07-03,BOWLER,0,7500000,0.75,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,595267,MP Breetzke,Matthew Breetzke,1998-11-03,BATTER,0,7500000,0.75,Retained,False,True
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1460529,DS Rathi,Digvesh Rathi,1999-12-15,BOWLER,0,3000000,0.3,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1403153,AA Kulkarni,Arshin Kulkarni,2005-02-15,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1350768,Prince Yadav,Prince Yadav,2001-12-12,BOWLER,0,3000000,0.3,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1175458,Akash Singh,Akash Singh,2002-04-26,BOWLER,0,3000000,0.3,Retained,False,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,1148776,AS Tendulkar,Arjun Tendulkar,1999-09-24,BOWLER,0,3000000,0.3,Retained,True,False
Lucknow Super Giants,1204500000,45500000,25/25,7/8,805235,Himmat Singh,Himmat Singh,1996-11-08,BATTER,0,3000000,0.3,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,625383,JJ Bumrah,Jasprit Bumrah,1993-12-06,BOWLER,0,180000000,18.0,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,625371,HH Pandya,Hardik Pandya,1993-10-11,ALL_ROUNDER,0,163500000,16.35,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,446507,SA Yadav,Suryakumar Yadav,1990-09-14,BATTER,0,163500000,16.35,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,34102,RG Sharma,Rohit Sharma,1987-04-30,BATTER,0,163000000,16.3,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,277912,TA Boult,Trent Boult,1989-07-22,BOWLER,0,125000000,12.5,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,447261,DL Chahar,Deepak Chahar,1992-08-07,BOWLER,0,92500000,9.25,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1170265,NT Tilak Varma,Tilak Varma,2002-11-08,ALL_ROUNDER,0,80000000,8.0,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1287032,Naman Dhir,Naman Dhir,1999-12-31,ALL_ROUNDER,0,52500000,5.25,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,897549,WG Jacks,Will Jacks,1998-11-21,ALL_ROUNDER,0,52500000,5.25,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,1326798,AM Ghazanfar,AM Ghazanfar,2006-03-20,BOWLER,0,48000000,4.8,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,914541,SE Rutherford,Sherfane Rutherford,1998-08-15,BATTER,0,26000000,2.6,Retained,True,True
Mumbai Indians,1244500000,5500000,25/25,8/8,502714,MJ Santner,Mitchell Santner,1992-02-05,ALL_ROUNDER,0,20000000,2.0,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,475281,SN Thakur,Shardul Thakur,1991-10-16,ALL_ROUNDER,0,20000000,2.0,Retained,True,False
Mumbai Indians,1244500000,5500000,25/25,8/8,605661,RD Rickelton,Ryan Rickelton,1996-07-11,BATTER,0,10000000,1.0,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,379143,Q de Kock,Quinton de Kock,1992-12-17,BATTER,10000000,10000000,1.0,New,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,594322,C Bosch,Corbin Bosch,1994-09-10,ALL_ROUNDER,0,7500000,0.75,Retained,False,True
Mumbai Indians,1244500000,5500000,25/25,8/8,1350762,R Minz,Robin Minz,2002-09-13,BATTER,0,6500000,0.65,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1512648,Mohd Izhar,Mohd Izhar,2004-01-01,BOWLER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1421992,DV Malewar,Danish Malewar,2003-10-08,BATTER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1292502,RA Bawa,Raj Bawa,2002-11-12,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1209126,Ashwani Kumar,Ashwani Kumar,2001-08-29,BOWLER,0,3000000,0.3,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1175467,AV Ankolekar,Atharva Ankolekar,2000-09-26,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1122621,RS Sharma,Raghu Sharma,1993-03-11,BOWLER,0,3000000,0.3,Retained,False,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1081442,M Markande,Mayank Markande,1997-11-11,BOWLER,0,3000000,0.3,Retained,True,False
Mumbai Indians,1244500000,5500000,25/25,8/8,1079847,Mayank Rawat,Mayank Rawat,1999-12-04,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,642519,SS Iyer,Shreyas Iyer,1994-12-06,BATTER,0,267500000,26.75,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1125976,Arshdeep Singh,Arshdeep Singh,1999-02-05,BOWLER,0,180000000,18.0,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,430246,YS Chahal,Yuzvendra Chahal,1990-07-23,BOWLER,0,180000000,18.0,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,325012,MP Stoinis,Marcus Stoinis,1989-08-16,ALL_ROUNDER,0,110000000,11.0,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,696401,M Jansen,Marco Jansen,2000-05-01,ALL_ROUNDER,0,70000000,7.0,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,377534,Shashank Singh,Shashank Singh,1991-11-21,ALL_ROUNDER,0,55000000,5.5,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,679567,BJ Dwarshuis,Ben Dwarshuis,1994-06-23,ALL_ROUNDER,10000000,44000000,4.4,New,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,1151273,N Wadhera,Nehal Wadhera,2000-09-04,BATTER,0,42000000,4.2,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1161024,Prabhsimran Singh,Prabhsimran Singh,2000-08-10,BATTER,0,40000000,4.0,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1175456,P Arya,Priyansh Arya,2001-09-18,BATTER,0,38000000,3.8,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1213979,MJ Owen,Mitchell Owen,2001-09-16,ALL_ROUNDER,0,30000000,3.0,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,1210488,C Connolly,Cooper Connolly,2003-08-22,ALL_ROUNDER,20000000,30000000,3.0,New,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,819429,Azmatullah Omarzai,Azmatullah Omarzai,2000-03-24,ALL_ROUNDER,0,24000000,2.4,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,493773,LH Ferguson,Lockie Ferguson,1991-06-13,BOWLER,0,20000000,2.0,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,777815,V Vyshak,Vijaykumar Vyshak,1997-01-31,BOWLER,0,18000000,1.8,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1070196,Yash Thakur,Yash Thakur,1998-12-28,BOWLER,0,16000000,1.6,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1168641,Harpreet Brar,Harpreet Brar,1995-09-16,ALL_ROUNDER,0,15000000,1.5,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,732293,Vishnu Vinod,Vishnu Vinod,1993-12-02,BATTER,0,9500000,0.95,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1050545,XC Bartlett,Xavier Bartlett,1998-12-17,BOWLER,0,8000000,0.8,Retained,False,True
Punjab Kings,1215000000,35000000,25/25,8/8,1449053,V Nishad,Vishal Nishad,2005-04-01,BOWLER,3000000,3000000,0.3,New,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1339698,Suryansh Shedge,Suryansh Shedge,2003-01-29,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1324449,P Avinash,Pyla Avinash,2000-07-07,BATTER,0,3000000,0.3,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1316430,Musheer Khan,Musheer Khan,2005-02-27,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
Punjab Kings,1215000000,35000000,25/25,8/8,1292496,Harnoor Singh,Harnoor Singh,2003-01-30,BATTER,0,3000000,0.3,Retained,False,False
